fid,LSOA Code,LSOA Name,GeoPackage Unique ID,LSOA IMD Ranking,IMD Decile,Shape__Area,Shape__Length
2019,E01002122,Harrow 007D,ab660b8d-e23f-4a98-ab5f-334d649ddd7b,17568,6,528823.492874146,5008.08646724231
104,E01000112,Barking and Dagenham 002E,0074b924-8fed-4ecb-956c-fe991b32196d,10982,4,717270.154380798,6241.78276755924
2268,E01002379,Havering 012D,31949c2f-1dc9-4fb3-ac0b-111dbd7e33c0,22606,7,924732.421005249,7385.76802552812
1527,E01001587,Greenwich 016D,21ec273f-0c9f-4993-a23e-1be558233ca7,24478,8,706212.729257345,5629.61374382315
1521,E01001581,Greenwich 016A,0d9c6b35-a377-4606-9981-77106b33be1b,12996,4,537827.158356667,5492.79370509632
3193,E01003349,Lewisham 026B,350caadb-2a04-434a-b034-04542eb47fda,8029,3,352966.620901108,3029.57004913751
1029,E01001077,Croydon 032C,928777df-fffd-4b0f-b3b1-bd2b76742e84,17417,6,465786.032525539,4720.19517042964
3442,E01003605,Newham 028C,2a7a0036-38d5-467b-bc4d-cbffd40abe0f,5509,2,273903.109546661,3463.42453636952
3940,E01004139,Sutton 013D,eb25f23b-c960-40b2-ad99-d13560eee874,20620,7,396015.283241272,4528.89027833121
3934,E01004133,Sutton 009E,c826af93-3da8-4fa3-9e95-91ce45c20416,31723,10,490843.056350708,3584.58919533041
3685,E01003862,Richmond upon Thames 004D,3b15ce4b-7962-4a38-8699-44dd97ebd813,19134,6,543572.946228027,4737.6601318624
33489,E01035494,Wandsworth 018E,603599a3-d7a0-4b77-93b9-fb3f8e78ea88,25299,8,161874.181930542,1785.9080019278
1278,E01001331,Ealing 009E,29896367-96e9-4f76-af32-b0db6f72ff5f,3679,2,367690.72076416,3666.19869361187
32072,E01034030,Ealing 042A,31712b2c-eb49-47c2-827d-0fbb4e0464db,11049,4,699426.04624939,5883.13408683202
3691,E01003868,Richmond upon Thames 007B,ba9ab92b-2753-4f22-b950-297047d7b946,29586,9,341688.795227051,3501.59875423812
1670,E01001757,Hackney 016C,776493c6-c56f-46a3-81ec-dacb639ddea1,5085,2,128925.804782867,1766.65299256512
3834,E01004032,Southwark 001B,635cf2d7-41c0-4095-9d3e-70f27d84a98d,31480,10,352092.559299469,3326.41125634637
33638,E01035644,Hackney 025I,510861ff-65d6-47e5-b66a-80f5574cd33b,24913,8,78701.2511329651,1283.66553229423
2660,E01002798,Islington 018C,2baddcc5-e6bb-4e6d-b71b-7703ba74e81a,15447,5,357529.44985199,3472.52129912021
4,E01000005,City of London 001E,15e1417d-537c-4845-9820-fc7596bd59b0,14807,5,488921.882938385,3656.41510164782
31923,E01033881,Southwark 016F,81705b4d-8db2-4341-b1f4-e7df79780fa6,5687,2,665689.741470337,5843.39915084781
1627,E01001704,Greenwich 011F,3b54a69f-18ed-4016-a762-106d8f675ba2,9886,3,360235.209789276,2843.61270471985
1621,E01001698,Greenwich 015A,08572a41-9761-4c86-a099-824d3f15b3e6,6824,3,331491.843654633,3409.40687820043
2162,E01002271,Havering 015B,747d1a6b-e4f0-4d40-bf62-3c79a1cd3bbf,32396,10,1418372.39508057,6565.44307258959
2168,E01002277,Havering 002A,93cb009f-3e18-4a0a-ad58-3f9b89420a0e,8018,3,3803388.06581116,11667.0445631746
4332,E01004571,Wandsworth 023C,1342d930-a3df-4800-a1f0-e31fe402cdde,7680,3,315234.645278931,4096.22246779327
4326,E01004565,Wandsworth 005A,8bd030dc-5a73-4ed0-ae73-a2329ca3c6e6,14368,5,225076.035629272,2488.63824375977
4283,E01004520,Wandsworth 036D,d4c85a37-9ba6-4ffe-8666-9cbd8fb612ba,17675,6,292234.683952332,3338.08731635181
3293,E01003450,Merton 024C,4e077507-96f0-4758-818e-68657c67cf48,11240,4,578804.648712158,4322.7223834321
1129,E01001178,Croydon 015D,cb63f840-2167-45c1-b419-7ea949ffdf72,284,1,462891.149429321,5202.36103289348
3785,E01003973,Southwark 016E,6a43b4aa-2a99-4a27-a174-8f92c6617401,8204,3,227936.136795044,2688.40778495571
3791,E01003981,Southwark 006F,195b43b6-ce07-4065-8bad-eb6cfcd9d2c8,11498,4,490587.655509949,3995.982662865
31966,E01033924,Barnet 043D,5bb4205b-b9c7-4cf2-a9fb-21639db2ab56,5037,2,363209.989028931,5172.75659716106
31972,E01033930,Brent 002G,2e02decb-474b-4a58-b96c-5f9e39f85bcb,9936,3,494896.363204956,4146.0819146472
496,E01000515,Brent 003A,a772a156-0315-4f85-8d75-2a75bf35898d,7343,3,988764.657714844,5445.18697444014
2119,E01002227,Harrow 003A,f36112fc-2d4a-4e2a-a59b-26515cd68b2c,6864,3,847050.429153442,6291.45982716675
1478,E01001537,Enfield 005E,f1917dd1-7bba-4a0b-a74c-9a050ac0c523,17447,6,493512.534862518,4019.72572666608
4232,E01004468,Waltham Forest 015E,405f1ab8-e827-43a7-8807-f5b7e2175b22,20567,7,2018456.48284674,8260.31369715842
33689,E01035695,Tower Hamlets 024H,b0b49ff7-02a7-4180-8c14-5ef20c4e6f89,3752,2,196169.997459412,2676.6690575166
4475,E01004728,Westminster 003D,c2e2b787-4e1b-4e42-9e1c-c1aeaf1a20fc,18395,6,193098.285919189,2856.64633135804
2560,E01002693,Hounslow 029D,69152764-e49c-4e26-9cb0-fc2774f632da,19207,6,528970.513168335,5153.63413783666
147,E01000159,Barnet 015B,2abb68fd-6185-4105-9aa0-fe23bb289fe9,19763,6,1278169.73066711,6298.53211774019
396,E01000411,Bexley 016D,fee7e714-9e66-462f-914f-a0dbe831269d,26878,8,491897.879806519,3544.85281671608
3393,E01003556,Newham 008A,b0d7dc51-5edb-4e66-9e0b-ac6cdd0a801b,1710,1,356478.542350769,3399.12123560028
986,E01001031,Croydon 038D,06cf6090-c517-412b-8ccc-c141a3856589,31931,10,1027620.90636444,6997.78291995369
1819,E01001916,Hammersmith and Fulham 024B,fa378660-3e12-4e4c-941c-1cf468542cf9,29114,9,930753.237564087,4273.58160740173
3983,E01004183,Sutton 001B,8e6bfdd1-87dc-4386-87d6-db4b01c82000,9242,3,546823.31452179,4200.03424070521
2901,E01003046,Lambeth 009A,0bd41933-6560-4506-8b97-fffcfb9674f4,5959,2,244303.359527588,2750.67536224906
3150,E01003304,Lewisham 039D,a22c52ec-4418-47d1-8a2b-04064155c9cf,8567,3,438216.116533279,3848.55550133222
737,E01000768,Bromley 034E,25570557-61bf-4bf2-959c-66f2797c63bb,29267,9,1238336.75688791,4772.70883427478
2068,E01002173,Harrow 033D,7fdf8041-4724-4243-92c7-75d466ff5726,24409,8,521023.621322632,4570.45198353624
2311,E01002424,Hillingdon 018C,cf30625d-ee87-432d-b0a9-252a5ef9ee7a,14834,5,953863.564300537,5411.50284937927
1229,E01001282,Ealing 016B,558adc3a-fa60-4a96-9f25-7a701a5da3bb,6890,3,387606.497894287,4438.22524310577
3642,E01003818,Richmond upon Thames 017A,153329f6-e384-4c12-a9ab-990042176867,31080,10,1248014.18544006,8348.21278175317
1378,E01001432,Enfield 033B,8d551b80-8e0b-46a5-af33-2e0c61b63ed2,1947,1,397278.073246002,4006.89144055009
1870,E01001969,Haringey 001A,c285c0b7-4b35-4e7d-9054-3b8f2a7d5e75,6768,3,372921.707092285,3836.25549214853
31674,E01033586,Newham 040D,fd95e39b-6679-485a-a1a5-9bd375d8c105,12246,4,1811385.36785913,10505.615793405
4034,E01004245,Tower Hamlets 018A,ba9a1f07-ff74-47f0-8563-deeac549d4f4,9098,3,552179.641338438,3513.27728985229
4083,E01004311,Tower Hamlets 006A,d8d27eb5-189a-4357-92b8-d81383fccba4,7026,3,218707.729694366,2514.65711160586
1919,E01002019,Haringey 022B,58b97dc4-07d4-4c57-b20f-4e29bee247fa,27429,9,651502.53981781,5953.49616387056
32264,E01034225,Newham 042B,ee50c7a7-1498-4627-821b-ad87dd16022e,11179,4,1131933.75410843,6939.82572059478
3542,E01003715,Redbridge 034C,e04a82c3-9c30-4032-8b26-4f4ed2331651,11529,4,402736.641593933,3714.01207874698
3493,E01003664,Redbridge 037B,0f034798-8489-4f6a-bee8-de276c194d7a,16410,5,431751.634346008,4811.86765341489
3001,E01003148,Lambeth 032E,9acdd49c-c4ff-4ae8-ad39-fd28b58d503d,15629,5,498924.347450256,4858.28076959733
2952,E01003097,Lambeth 006A,e005ecaf-62c3-42e2-b3f9-81264262edfa,9455,3,252490.518882751,3367.64732570892
788,E01000822,Bromley 008D,d7390dbd-0a00-4c6e-aa30-aad0ffb8d55e,17645,6,569687.959268093,4687.21572723806
32215,E01034175,Greenwich 034G,eaf1f749-080b-4913-bfa3-900f26710dc1,21617,7,688772.92099762,5102.98716868366
837,E01000875,Camden 013A,e236cf35-ad8f-4eae-b6b3-235bb4be282d,9672,3,302299.487319946,3248.27884475172
296,E01000309,Barnet 031D,573f3a86-a8ff-4d70-b85e-dafdd6bb0b0b,14804,5,751532.227676392,4560.97758397027
247,E01000259,Barnet 025D,93046797-cd29-4de7-b8c3-fa8570571836,17181,6,3324731.98368835,10727.4313377124
2411,E01002531,Hillingdon 029E,141962ac-6e58-4262-a676-15543df699f2,15104,5,881760.873199463,5268.5778172051
1329,E01001383,Ealing 028D,34ab622d-8df3-44e2-8ca6-4de9d7547089,21063,7,298275.270004272,2806.94519530265
2460,E01002584,Hounslow 013B,5c9216e4-5e36-4484-9a1d-af035d7f7c57,8668,3,845079.923583984,4442.53438097776
1447,E01001503,Enfield 018E,22168692-2231-4a5f-8433-7a5a967b44e9,6190,2,441898.516704559,3468.55129788895
1376,E01001430,Enfield 030E,d1c4f657-e764-4844-a851-447c43382087,2868,1,302565.75378418,3276.1361809425
4032,E01004243,Tower Hamlets 020A,30bb24d7-70ac-434c-9225-dc7043bf2150,5839,2,300538.221780419,2930.43367868681
33676,E01035682,Tower Hamlets 019G,a73911c5-8fba-428f-b9cc-b17d9620e32a,4078,2,148308.702535629,2079.11275966598
31091,E01032785,Tower Hamlets 010E,7d8b2a16-3719-4401-b9d7-c8a824847a1b,15748,5,187510.902486801,2206.87773527281
1708,E01001801,Hackney 008B,a070e33e-68d8-4732-8481-ee3cc7df78ce,5566,2,381796.502197266,4603.05570737936
3368,E01003531,Newham 010C,7c8cb677-266b-43b2-a62b-5a2896ecf5a5,6739,2,574203.689847946,3876.06490477862
451,E01000467,Bexley 001B,93c0fcb9-ca36-47d6-9c77-b8bfb5e3f55f,11678,4,444363.219230652,3941.7115664829
3036,E01003183,Lambeth 005E,de830527-6bd3-4b4a-b38c-f034e34a5b6f,6766,3,391073.400505066,3736.89541307583
1044,E01001092,Croydon 037B,191859e5-8b35-4361-825d-073d9508346a,16496,5,1506952.60175323,8139.33033897106
783,E01000815,Bromley 025E,41a31971-a2ce-4c04-8876-e732216c4037,33638,10,1251134.10009384,8034.97615762569
4364,E01004606,Wandsworth 006C,e65a723c-f5c1-4233-9054-7d1bb40e0abf,27638,9,272603.449111938,3602.15325433699
712,E01000743,Bromley 009A,825cd492-4204-474c-bd84-9c3e2e3026d9,4671,2,802668.705703735,7398.34835574548
1115,E01001164,Croydon 001E,e30ce678-9d32-4861-a0b4-de45ab6752ac,12271,4,469510.802703857,3867.34660391267
2704,E01002846,Kensington and Chelsea 017A,f509ef8d-c724-4ea7-8174-9cf98643c949,10480,4,271783.516494751,2611.62496741129
119,E01000128,Barnet 024C,97e46f82-b29b-4c53-ab80-15741bfa62d3,8961,3,638942.758117676,5470.27353021189
2040,E01002144,Harrow 004A,cb73befb-15a1-4b54-b8bf-028968923b6e,22229,7,7669481.47819519,17001.6326041595
2372,E01002485,Hillingdon 002F,428fa3ad-e9cd-4c8b-abc1-6730520ce09c,14067,5,784381.669921875,8194.7921216811
32087,E01034045,Hounslow 031A,12faa901-6413-4b42-a865-9122deb1e98c,17075,6,163976.025192261,1852.74045224373
3700,E01003877,Richmond upon Thames 008C,008aed2b-64ce-41a8-8525-aa6e84d26cb4,27336,9,408115.731918335,5254.8070930077
1399,E01001454,Enfield 017D,f7ff1147-cfb2-439b-988a-454beb704271,27563,9,1003773.50170898,7350.22199156833
1731,E01001827,Hackney 029D,c94f4cb0-fc2d-4a7d-a357-ffb183f9d0e4,1523,1,443392.835021973,3190.73583847238
3391,E01003554,Newham 009C,011094bd-7049-4cc8-b946-f5d12c909f64,11853,4,252499.450368404,2972.16636633535
4055,E01004276,Tower Hamlets 031C,377ebf7b-867c-4b48-a99a-07b9088ca6e2,29477,9,210760.600496292,2672.20007754748
2727,E01002869,Kensington and Chelsea 009E,d0941589-7e17-4629-9a5d-7705ada76e93,16418,5,261258.463699341,2496.30050674678
760,E01000792,Bromley 032C,269b3dce-4047-4730-a529-647e92598200,17956,6,809120.75643158,6699.51038886239
428,E01000444,Bexley 023B,9570afc8-3a2d-4ce7-9b65-4eb7c789c77c,32469,10,3545988.98825836,9234.89747268618
96,E01000103,Barking and Dagenham 014A,59bf1ed4-893e-4993-b70b-26e7689a3c87,10456,4,1809969.85299683,6787.35630078121
3938,E01004137,Sutton 012A,f923c6b5-e827-4bf9-9d98-fdc8d567d149,24964,8,593782.304916382,6091.3962902357
4270,E01004506,Wandsworth 011A,5ca99bf8-112a-4dd3-b614-f2615d641e42,29310,9,519722.410491943,4571.95388065762
4387,E01004629,Wandsworth 020F,716a9447-5040-4939-80ec-17d69a235978,28322,9,627535.982009888,4831.11927501946
3059,E01003206,Lewisham 007E,e9a8e878-97a1-408f-95f4-1bfa61b63012,21332,7,528857.511940129,3806.02437279653
2063,E01002168,Harrow 017D,9f54e545-cc9b-40da-92d1-961182d87a1e,10692,4,452074.572738647,4734.405003062
2395,E01002511,Hillingdon 017E,cfdda8e7-1421-43e6-a88b-e452445e4b1f,13210,4,630316.817596436,5234.38107022467
3723,E01003900,Richmond upon Thames 015C,62065bdf-61dd-41ea-987c-5ff86d1d70b4,15331,5,1911636.46095276,5942.83803101408
1493,E01001552,Enfield 001D,78ed27b0-3897-498c-820f-f9dada55cd25,8021,3,728639.104398727,4952.72681760906
4078,E01004306,Tower Hamlets 015A,e777b67b-f6bb-4218-9d38-9a5fd9e9cc8c,5760,2,314196.646671295,3676.92430064017
829,E01000867,Camden 015C,a9f84668-eddf-489a-b7b3-3b451f1f33a9,9382,3,209217.481002808,2671.9209424288
2750,E01002892,Kensington and Chelsea 010E,3c2c7ce1-aeab-491b-8ff4-611c9c164d06,24265,8,189216.607925415,3486.61030580468
4410,E01004652,Westminster 017A,3f306f26-3c00-47b2-8f49-a691ffae188e,15289,5,121454.658782959,2012.04065663906
497,E01000516,Brent 002C,34f59299-5ef7-45c5-af10-73bdfd449ac1,13265,4,636606.715530396,4919.7449608914
3583,E01003759,Redbridge 009A,2a4a793b-2ea2-4271-94d3-735424e72bfe,31758,10,585643.817800522,4600.44733874127
3414,E01003577,Newham 005C,2698db76-56f6-485f-b8a2-7bf73a26a87b,3327,1,451329.34916687,3953.47394432504
2157,E01002266,Havering 027A,a7faf52e-84f7-4cac-8c05-87c2601f0b3c,22404,7,888543.11416626,6684.16886465035
3746,E01003923,Southwark 017A,1d65c033-f725-4301-8a27-77f27fefb8dd,10894,4,305434.100540161,2476.79940128046
3082,E01003230,Lewisham 019E,595a907f-ce6b-48c4-afd9-84d7d536defa,13181,4,542347.487575531,4238.49593134856
3153,E01003308,Lewisham 024B,91746139-d798-45ca-8bdf-6256e6109f9c,12465,4,405120.092651367,3641.94659117161
2489,E01002614,Hounslow 027D,4493615d-4f36-41f0-bf5b-5e0532a73127,14590,5,1531814.85565186,8519.14427725336
3915,E01004114,Sutton 025D,d4711695-b3a7-4288-96ce-0ceddc46ff17,33356,10,3948197.82376099,10539.231522206
1825,E01001922,Hammersmith and Fulham 020C,6ab93bba-ca76-4e42-8408-6080c07bada3,22395,7,491440.590393066,4166.84672491032
4247,E01004483,Wandsworth 026D,2e908b75-c77b-4a4e-b988-87ed992ca98a,25947,8,1167377.48365021,7637.46788879817
3251,E01003408,Merton 012D,d49374b4-d491-43d6-834a-5ad113dc20c5,22712,7,405884.412590027,3084.2649802322
165,E01000177,Barnet 029A,8cbbe9ac-c874-45d0-82c9-5ab8f4d1f19f,22043,7,437650.184028625,5436.82982587139
2086,E01002192,Harrow 016C,279862e2-470f-4351-a7c6-395ba5362811,30360,9,1171523.38180542,6549.71626848831
2418,E01002539,Hillingdon 005D,d8267be5-8a90-4c11-b8eb-0fc98459e248,28764,9,962877.652954102,5604.48619719268
1161,E01001210,Ealing 016A,0cd8667f-86ce-4928-b529-693c4420d6ae,2852,1,584186.972244263,4789.97846556415
2821,E01002965,Kingston upon Thames 009A,0f194e37-561c-42de-8ca6-f87cce6cc9e0,23541,7,894844.431686401,6287.41993556827
1470,E01001529,Enfield 032C,7db45c10-59e3-4727-b3d1-ce680d5dbd6b,5729,2,430918.431617737,4413.65425215267
4224,E01004459,Waltham Forest 012D,fae75050-b70a-40ba-ae9c-4a13bcee8618,3855,2,287429.225822449,3557.74850528215
4101,E01004334,Waltham Forest 024B,6cb263cd-3ead-4d04-9a88-a936a8acb125,4787,2,277185.968778133,2721.6804349153
3437,E01003600,Newham 021B,85ffdd47-0729-4b77-bc1d-e96da16a2ad7,5098,2,284436.525143623,4358.47277158089
2564,E01002697,Islington 019B,53b4581e-a156-4ead-b99e-0e9500735d37,11223,4,287446.958511353,3505.84992544148
474,E01000491,Brent 030B,9ae0c519-7da3-4bc0-8190-636227ef1b28,14787,5,960255.682540894,6268.43250124302
3769,E01003950,Southwark 032B,1a5b91b4-9ec1-4b6d-83b5-b2ddb10b6f60,9593,3,628893.925815582,5385.14029315367
806,E01000840,Bromley 030G,25786ecf-2892-438b-a3ec-74810020c753,30117,9,2043261.34018171,8471.19260942937
3560,E01003735,Redbridge 033C,482f4d75-e1bf-483d-a15e-b1a3db60a032,3418,2,524054.368522644,4285.75552934809
3892,E01004090,Sutton 021A,319575ab-c834-4efa-b87c-30cfe24ae4b8,4507,2,485572.206878662,4375.11626427101
2773,E01002916,Kingston upon Thames 014B,cd9a4ccd-49f9-4a32-86cb-7a75c9154e8a,32051,10,1128243.72821045,6231.49694702781
3228,E01003385,Merton 011C,c2c2bc69-bdfa-43cf-b7d4-78d743ee3afe,31265,10,509719.988754272,4171.70364982111
2896,E01003041,Lambeth 017C,c3e6a775-7ce7-467b-8190-9b15b68f284b,6527,2,246934.028533936,3399.4955759815
1138,E01001187,Croydon 017E,42c7c5cf-b234-45ec-9d43-61ec3b7c3689,10576,4,426282.390979767,3892.77658384184
3105,E01003256,Lewisham 028A,b211e23c-6eab-4da4-9acf-b6b054276019,7146,3,571957.443622589,4692.02074475227
4433,E01004682,Westminster 016B,adeb502f-0a3e-4ad3-89bb-64c6ed6041f6,11815,4,240969.656806946,3150.48598142495
1802,E01001899,Hammersmith and Fulham 013D,1eb2a621-aea2-4a90-8922-547c0dd5f210,8420,3,320777.326675415,4214.16513188068
142,E01000153,Barnet 026D,d83d0449-96dc-4538-a4ae-b47701c0b3cc,6211,2,427473.166168213,4843.60851040333
2134,E01002242,Harrow 024D,8dc1bcb6-4098-4601-b72f-256925600a7a,26999,8,697804.591644287,4541.47435406297
1877,E01001976,Haringey 011A,76fe43cf-f560-4bc9-a7df-0117fc7d9686,6299,2,267931.254119873,3794.88053671552
4124,E01004357,Waltham Forest 001E,8f4deb08-e937-4c27-b6c3-a6f425ed321d,18830,6,861379.155268431,4879.0212057797
4195,E01004428,Waltham Forest 026B,c3fdf210-a6c2-4fa3-b14f-63f08795d511,5232,2,415847.359923363,3467.6186746754
32256,E01034217,Newham 038E,accbd4b3-ca84-453b-be48-e721f473eb59,21894,7,746757.886772156,5436.3172025428
32250,E01034211,Newham 034M,17b13d66-f175-4751-af6c-7a7eebcd202e,16250,5,723856.291833401,5641.25881790879
875,E01000913,Camden 001E,f60db534-0fd9-43c0-a6b5-295ca0c148b8,23270,7,4180659.11049652,11566.8889555161
2203,E01002313,Havering 001D,dcd777b6-bf6e-449f-9c6d-5de7ab7063f8,10062,3,1018102.70507813,7543.67716071643
1539,E01001599,Greenwich 032B,fd4aa7b5-ee33-4ca1-9ec4-9b83768dd450,15294,5,1167200.25140381,7774.6456172925
30922,E01032581,Redbridge 034G,738aaced-b892-4554-8b5b-79645ca6d425,8405,3,747664.657455444,5270.29869118403
1616,E01001693,Greenwich 001C,a7d1864f-ae5e-4289-b6ae-346ee5cf5f7b,4005,2,351376.10798645,3705.21735516067
2280,E01002391,Havering 018E,9aa62a8b-7c5c-471d-85c3-916845b2e0f5,26687,8,22290611.3108521,25465.2306332709
3531,E01003704,Redbridge 006G,5215336e-6009-4896-b94c-3596a47cf35e,12121,4,755626.492862701,5007.51055291676
3205,E01003361,Merton 015A,91df06dc-97b4-4505-993c-36aad3104423,26686,8,539984.903823853,4095.06565982285
952,E01000996,Croydon 009C,2fe06852-80be-416a-90f9-4bcf0620d2c2,15587,5,269981.674095154,2946.47555257004
3869,E01004067,Southwark 022E,7e61b04d-cdfc-4085-9fcb-c41e21ba48ef,6010,2,598772.374206543,4467.92852570587
211,E01000223,Barnet 039C,680b854d-c65e-4295-9c4e-6f14d915e5f4,5458,2,1407435.46124268,6737.67352071977
282,E01000295,Barnet 023B,d51f7ca5-9507-43e9-bb75-0fead7855c26,22747,7,528491.525894165,4034.95490239753
288,E01000301,Barnet 020C,0021b23b-8d9e-4b58-827f-dab0bead827b,29247,9,739779.340629578,6505.97246236019
2541,E01002670,Hounslow 020B,a210d2af-e1b4-4893-9d56-f8ba71d7edd8,18157,6,1139494.17529297,6149.75597423648
2867,E01003011,Kingston upon Thames 004E,08eda416-17e5-4d13-b685-a23002106edc,28709,9,648226.939788818,4102.4223856377
3846,E01004044,Southwark 013E,9cef4e81-184b-4509-823c-399275c88042,7458,3,181266.600543976,2566.606355989
31615,E01033489,Islington 022G,d2a08882-841f-45aa-b367-dd5a445234d6,24860,8,243504.170440674,3225.19927183809
1639,E01001722,Hackney 029A,a8c1865b-9ac3-4284-a08c-69c3cf3aab23,3020,1,273202.068210602,2717.89015999287
852,E01000890,Camden 007B,b85db86f-d048-4fb6-be81-d1257957fbf0,2029,1,197105.533630371,2464.25032465985
1190,E01001242,Ealing 024C,3474470c-cca8-4599-b4b4-dee445fbdede,12647,4,537786.294158936,4025.18344731233
188,E01000200,Barnet 028B,9eb12ce4-3c3b-4fac-b015-2876629df566,20709,7,719124.739761353,6026.49153236708
2180,E01002289,Havering 022B,abc98cc8-5d1f-4b93-9762-6a839a59adb6,26252,8,701325.183776855,6355.633831086
3182,E01003338,Lewisham 006A,f3c09fa9-813c-493e-b217-eeb02de9def9,6045,2,361999.110824585,2745.27618190112
975,E01001020,Croydon 044C,41867890-6728-45a6-b322-9c94eb9325d4,27218,9,921981.707878113,7565.04553620015
3508,E01003680,Redbridge 036F,aaa7fd48-cda9-492d-8417-62096380e126,26364,8,531548.923439026,4481.09556419498
1516,E01001576,Greenwich 003B,b8316d4a-03e2-4f74-bf89-68d7b6873722,6693,2,614988.870918274,4189.78005944713
2844,E01002988,Kingston upon Thames 011C,3d8c3aef-79eb-40ed-9fdd-14ea2f26846e,23335,7,731681.06477356,5253.38429548991
1854,E01001953,Hammersmith and Fulham 021F,bdb72092-3d25-4466-bb1a-904c61a94af7,12449,4,237811.311782837,3765.49928061469
33484,E01035489,Wandsworth 004I,855e8deb-8e61-4cec-9f43-4470b5ac6bf3,27820,9,120241.497459412,1756.05362950092
2967,E01003114,Lambeth 032B,964f2097-16ff-423e-b980-c68f3dac754a,15729,5,509936.046394348,4086.02258396674
969,E01001013,Croydon 020B,1c741d6d-74af-4a03-9ddf-655a7e821735,2742,1,509657.124832153,5493.4306421295
305,E01000318,Barnet 019E,91e71581-4299-4932-9d7d-fd6b88998155,22336,7,705232.510879517,5979.28158561604
311,E01000324,Barnet 015F,ee66a323-7e8c-4176-a78d-ba74cf6e10d9,21585,7,702835.563323975,4859.76034638884
2303,E01002416,Hillingdon 008A,810b0115-edce-4601-bde1-84fe06cd1f35,29854,9,533995.244049072,4412.13156081346
2518,E01002645,Hounslow 015C,bd67dc0a-72eb-4579-9cfc-82b8746f0dc0,8162,3,666069.880203247,5247.63661533904
4487,E01004742,Westminster 022A,e4b78949-2a10-410d-b555-4d96f149c498,16599,5,120232.567489624,1698.86153296385
1662,E01001746,Hackney 016B,f1653a4d-8ea6-43e5-ab1c-f30a92513c16,6355,2,126999.356704712,1897.63222803706
4416,E01004659,Westminster 008A,1f9e3178-5bee-4605-8adb-2bf193e043d9,20117,6,294528.58039856,2492.46332334024
1831,E01001928,Hammersmith and Fulham 011A,91ff88a3-fbca-48c7-963a-34e50601f819,18033,6,482893.306793213,4114.57875905678
503,E01000522,Brent 025C,13356cdf-0dae-44c2-9694-858125122e73,5134,2,371615.145462036,2827.23763269317
2326,E01002439,Hillingdon 003B,52921a56-692e-4c47-9fea-4faa47d0ad7b,14195,5,1821242.66223145,9109.46459396444
1585,E01001655,Greenwich 029C,4a6d4734-af04-44ef-b114-13325ba0d06c,3503,2,1117087.43130493,7699.47546554532
3577,E01003752,Redbridge 023A,afca38da-4305-4df1-a6fc-97d6d6157774,25020,8,581965.560604095,4644.77127679386
2249,E01002360,Havering 020B,418e3623-7d60-479d-8b1a-f5bf75241388,16581,5,995085.339645386,7254.96171946616
2913,E01003058,Lambeth 015E,7a89e40f-bdf7-49ce-8281-32811545ce4f,13920,5,234148.882148743,2380.02537266285
3823,E01004017,Southwark 029C,dab8ae00-0db0-4aaa-a618-dab62b7d70d3,22087,7,914438.800182343,5565.46340577618
3159,E01003314,Lewisham 024C,e7ddfe1f-f2da-4ac6-88ea-5de7a0875791,18083,6,398744.821399689,3655.20995843181
998,E01001044,Croydon 023A,131db81b-d6f1-40d9-a324-c8792cc9211b,25626,8,1147421.4068718,5861.96299040493
334,E01000347,Bexley 021B,f0364db9-ea9b-4b36-9c8e-d6d5c0f94761,24850,8,504969.647727966,4301.02354093373
2495,E01002620,Hounslow 004A,a8291b69-e042-460d-bff6-dfca07b572f8,7079,3,782900.10333252,5919.56273017706
1167,E01001216,Ealing 023D,31ae2012-e29a-41e7-8255-a3feb12529bd,7819,3,365518.649459839,3142.00098974402
3654,E01003830,Richmond upon Thames 020C,b769e5fc-79e7-46e2-8b1f-87fbe23bb0f8,27274,9,1293021.59281921,7849.07372523493
4241,E01004477,Wandsworth 017A,040db522-a4ef-4b2f-9930-f0420ea0f223,30612,10,529028.722106934,4786.81177466414
2990,E01003137,Lambeth 022B,98f2edb8-a22b-4e8f-8f8e-7c6986e24a0e,8038,3,289968.468803406,4509.84312595822
4218,E01004453,Waltham Forest 006B,abcafb2b-942e-4be5-b49e-23f6881500e5,12475,4,884802.898445129,5611.12058171507
33653,E01035659,Tower Hamlets 001G,b9089db1-22b5-402f-8080-42151546146a,5444,2,332273.361019135,4147.51647286668
1685,E01001774,Hackney 024B,1a0673c3-34bd-45c4-860b-6fa5f8ba4578,10920,4,464239.432189941,4498.46991603835
3800,E01003992,Southwark 014A,fce880be-ad56-4060-9a49-adabbd00c92b,7208,3,188758.92388916,2811.51665581878
898,E01000937,Camden 029G,68fab417-30ee-4f2c-86df-9c163378a845,19128,6,323900.961029053,3684.32586900078
31686,E01033602,Westminster 009H,3fd9baf5-8735-4d41-9c0f-068bf48e58f5,1874,1,150142.845161438,2229.44742808242
32227,E01034187,Greenwich 039D,7fbf709a-d972-4590-87c3-5ee028dd7187,10589,4,404914.976615906,3476.53642018977
3554,E01003729,Redbridge 032B,ccd25f99-1b31-4de3-8da6-19644e075240,2643,1,306109.435245514,2838.02288704031
2226,E01002336,Havering 008C,982f0719-d75e-4939-85f7-2afe5022451a,22721,7,660781.866798401,4729.23574202831
1021,E01001069,Croydon 040A,01cf1ed1-5730-4507-885f-a244bf7831f7,30544,10,1021580.97879028,7590.3632163796
